url,text,createdAt,retweetCount,replyCount,likeCount,viewCount
https://x.com/Toyota/status/1899501969057710329,"@notthathalle We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM. https://t.co/GC5ljv92dZ",Tue Mar 11 16:45:35 +0000 2025,0,0,1,56
https://x.com/Toyota/status/1899191341159969208,"@reneesilverman We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM with your full VIN and contact details, so we can take a closer look. https://t.co/GC5ljv92dZ",Mon Mar 10 20:11:15 +0000 2025,0,0,0,50
https://x.com/Toyota/status/1899189984491434208,"@notabot04071318 We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM. https://t.co/GC5ljv92dZ",Mon Mar 10 20:05:52 +0000 2025,0,0,0,44
https://x.com/Toyota/status/1897749499868483694,"@celsiusenjoyer Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Thu Mar 06 20:41:53 +0000 2025,0,0,2,163
https://x.com/Toyota/status/1897433783277584883,"@Tennessee_Doug Hi, there! Our first recommendation is always to have your vehicle inspected at a Toyota dealership, as their technicians are our experts. We would be unable to provide a diagnosis over DMs. You can find your nearest dealer here: https://t.co/jfrtU7WZDf.",Wed Mar 05 23:47:21 +0000 2025,0,0,1,96
https://x.com/Toyota/status/1897408013180313800,"@kmaro68 Hi, there. Thank you for reaching out to us about your service experience. If you would like to further discuss this with us, please send us a DM with your contact info and additional details of your appointment. https://t.co/GC5ljv92dZ",Wed Mar 05 22:04:57 +0000 2025,0,0,0,53
https://x.com/Toyota/status/1896713521120878688,"@ash63453 Hello, Ashlee. We would be happy to help. Could you please send us a DM with your VIN and contact information? https://t.co/GC5ljv92dZ",Tue Mar 04 00:05:17 +0000 2025,0,0,1,71
https://x.com/Toyota/status/1896612194625671571,"@Rozell6James Hi, there. We appreciate you bringing this to our attention. So we can take a closer look into this for you, please send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Mon Mar 03 17:22:39 +0000 2025,0,0,0,76
https://x.com/Toyota/status/1895851643461128290,"@KylePirnay Hello, Kyle. This is not what we like to hear! If you wish to discuss this further, please send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Sat Mar 01 15:00:29 +0000 2025,0,0,1,68
https://x.com/Toyota/status/1895575771541807260,"@EdsonYhs_ Hi, Edson. Thank you for bringing this to our attention. We have replied to your DM.",Fri Feb 28 20:44:16 +0000 2025,0,1,1,66
https://x.com/Toyota/status/1895254041027854697,"@PatoDonald80 Hi, Donnie. Thank you for bringing this to our attention. If you wish to discuss this further, feel free to send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Thu Feb 27 23:25:50 +0000 2025,0,0,1,67
https://x.com/Toyota/status/1894875387668091390,"@santho4497 👋 Hi, there. Thank you for bringing this to our attention. Please know, that we have responded to your direct message on Instagram. Let's keep the conversation over there to avoid confusion. 👍",Wed Feb 26 22:21:12 +0000 2025,0,0,0,79
https://x.com/Toyota/status/1894473018916663451,"@HurrWill We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM. https://t.co/GC5ljv92dZ",Tue Feb 25 19:42:19 +0000 2025,0,0,1,66
https://x.com/Toyota/status/1893024909732851991,"@CraigStorms Hi Craig. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information! https://t.co/GC5ljv92dZ",Fri Feb 21 19:48:03 +0000 2025,0,2,0,119
https://x.com/Toyota/status/1892602477783994769,"@michelle_deeps We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM with your full VIN and details of your concern. https://t.co/GC5ljv92dZ",Thu Feb 20 15:49:28 +0000 2025,0,0,0,93
https://x.com/Toyota/status/1892592580971340125,"@TheRealGerk Hello, Nick. Thank you for reaching out! We'd be happy to help with this, please send us a DM with your vehicle's VIN and contact info. https://t.co/GC5ljv92dZ",Thu Feb 20 15:10:08 +0000 2025,0,1,0,88
https://x.com/Toyota/status/1892268183832215978,"@bob_winstead Hello, Bob! If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. 👍 https://t.co/GC5ljv92dZ",Wed Feb 19 17:41:06 +0000 2025,0,0,2,100
https://x.com/Toyota/status/1891626845843464422,"@KobeMin19 Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Mon Feb 17 23:12:39 +0000 2025,0,0,0,90
https://x.com/Toyota/status/1891623935424319848,"@rudythecat360 Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Mon Feb 17 23:01:05 +0000 2025,0,0,0,58
https://x.com/Toyota/status/1891582799443849454,"@Utopiayes Hi, there. Thank you for reaching out to us. If you would like to further discuss your experience, please send us a DM with additional details, including your full name and contact information. https://t.co/GC5ljv92dZ",Mon Feb 17 20:17:37 +0000 2025,0,0,0,51
https://x.com/Toyota/status/1891578156147974389,"@mktldr We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM. https://t.co/GC5ljv92dZ",Mon Feb 17 19:59:10 +0000 2025,0,0,0,49
https://x.com/Toyota/status/1890471507031114197,"@SeanFain Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Fri Feb 14 18:41:45 +0000 2025,0,0,0,76
https://x.com/Toyota/status/1890175635844223440,"@SCOOTERTRASH11 Hello, Don! We are sorry to hear you are having trouble on our website. Here is a direct link to the Highlander page: https://t.co/AFloUBxT9N. Let us know if this works for you!",Thu Feb 13 23:06:04 +0000 2025,0,0,0,78
https://x.com/Toyota/status/1889352349988122905,@lokanaidu Hello. Thank you for bringing this to our attention. Please check your inbox when you have a moment to review our response.,Tue Feb 11 16:34:37 +0000 2025,0,1,0,116
https://x.com/Toyota/status/1889075448086143198,"@abhi8682 Hi, there! We are sorry to learn about your experience. If you would like to further discuss this concern with us, please send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Mon Feb 10 22:14:18 +0000 2025,0,0,0,82
https://x.com/Toyota/status/1887902598016987583,"@tuuzzzooo We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM. https://t.co/GC5ljv92dZ",Fri Feb 07 16:33:49 +0000 2025,0,0,0,91
https://x.com/Toyota/status/1887204203468030419,"@pandalambo Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information, and we would be happy to look into this for you. 👍 https://t.co/GC5ljv92dZ",Wed Feb 05 18:18:39 +0000 2025,0,0,0,99
https://x.com/Toyota/status/1886843169347699185,"@seiromemym Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Tue Feb 04 18:24:02 +0000 2025,0,0,1,96
https://x.com/Toyota/status/1886540589056847957,"@fjimenezmonar Hello there! If you would like for us to look into this further for you, please send us a DM with your VIN and contact information. 👍 https://t.co/GC5ljv92dZ",Mon Feb 03 22:21:41 +0000 2025,0,0,0,80
https://x.com/Toyota/status/1886473821437194424,"@southerngrace @ToyotaMotorCorp Hello there. If you would like for us to look further into this for you, please send us a DM with your VIN and contact information. 👍 https://t.co/GC5ljv92dZ",Mon Feb 03 17:56:22 +0000 2025,0,0,1,106
https://x.com/Toyota/status/1885449728936014077,"@2Sain5 Hello, there. Thank you for bringing this to our attention. So that we can assist you with this, please send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Fri Jan 31 22:06:59 +0000 2025,0,0,0,100
https://x.com/Toyota/status/1885402642530066650,"@Fenny0021 Hi, there. We appreciate you bringing this concern to our attention. So we can take a closer look into this for you, please send us your VIN and contact information. https://t.co/GC5ljv92dZ",Fri Jan 31 18:59:53 +0000 2025,0,0,1,81
https://x.com/Toyota/status/1885399239896776873,"@AngryTastycakes Oh, no! 😱 We cannot begin to imagine what this experience must have been like for you, but we're so relieved to know that you are okay. Thank you for continuing to trust Toyota's safety and reliability.",Fri Jan 31 18:46:22 +0000 2025,0,0,2,71
https://x.com/Toyota/status/1885091805860946091,"@dillonpotter15 Wow, Dillon! 😱 Thank you for sharing this story with us. We cannot begin to imagine what this experience must have been like for you, but we're so relieved to know that you are okay. Thank you for continuing to trust Toyota's safety and reliability. ❤️ #YourToyotaFamily",Thu Jan 30 22:24:44 +0000 2025,0,0,1,61
https://x.com/Toyota/status/1885004214071410736,"@JonieXYZ Hi, there! We appreciate you reaching out to us. This feature is available when you have an active Remote Connect subscription. If you would like us to take a closer look into this for you, please send us a DM with your full name, VIN, and contact info. https://t.co/GC5ljv92dZ",Thu Jan 30 16:36:40 +0000 2025,0,0,0,72
https://x.com/Toyota/status/1884965357128978832,"@madassbengali Thank you for reaching out. At your convenience, please check your DMs for our response. 👍",Thu Jan 30 14:02:16 +0000 2025,0,0,1,50
https://x.com/Toyota/status/1884625615346712881,"@Chris_the_Terra Hi, Chris! Thanks for bringing this to our attention. So we can take a closer look into this, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Wed Jan 29 15:32:16 +0000 2025,0,0,0,59
https://x.com/Toyota/status/1884298761423245415,"@archunter42 👋 Hi, Ahmet! Your experience is important to us. Please know, that we have responded to your IG DM. Let's keep the convo going over there to avoid confusion. 👍",Tue Jan 28 17:53:27 +0000 2025,0,1,1,71
https://x.com/Toyota/status/1884265816981483593,"@rakemawhite Hi, there. We're sorry to hear about this experience with your Grand Highlander. If you would like to discuss this matter further, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Tue Jan 28 15:42:33 +0000 2025,0,1,0,63
https://x.com/Toyota/status/1883994607119212915,"@darecrudescence Hello, there. We appreciate you bringing your concerns to our attention. So that we can look into this further for you, please send us a DM with your VIN, contact info, and details of the issue. https://t.co/GC5ljv92dZ",Mon Jan 27 21:44:51 +0000 2025,0,0,0,72
https://x.com/Toyota/status/1883983627999949204,"@AnnettegoMeoww Hello, Annette. Thank you for sharing your mom's experience with us. So that we can be in the best position to assist. Please have her reach out to us directly via X if she has an account or through our main line 800-331-4331.",Mon Jan 27 21:01:14 +0000 2025,0,0,1,56
https://x.com/Toyota/status/1883882572087783741,"@Sumanthaleti9 Dear Sumanth, we apologize for any inconvenience this matter may have caused for you. To discuss your concerns in detail, please contact our Brand Engagement team at (800)331-4331. Their hours are Mon- Fri: 7AM-7PM CT Sat: 7AM-4:30PM CT 
Thank you ^ D.D. https://t.co/GC5ljv92dZ",Mon Jan 27 14:19:40 +0000 2025,0,0,0,58
https://x.com/Toyota/status/1882867477308137490,"@jentigertail Hello, Jennifer. Thank you for bringing this to our attention. This is not the experience we had in mind for you. So that we can assist you further, please send us a DM with your vehicle's VIN or your case number. https://t.co/GC5ljv92dZ",Fri Jan 24 19:06:03 +0000 2025,0,0,1,97
https://x.com/Toyota/status/1882826734237553130,"@itwsawmill Hello, there! We appreciate you reaching out. If you wish to discuss this further, feel free to send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Fri Jan 24 16:24:09 +0000 2025,0,0,0,70
https://x.com/Toyota/status/1882541571549114439,"@evil_new9050 Hi, there! 👋 Thank you for reaching out. As we are not able to diagnose through DMs, we recommend reaching out to your local dealer if you're having concerns with your vehicle. Feel free to find local dealers here: https://t.co/E9jQPmQdcR.",Thu Jan 23 21:31:01 +0000 2025,0,0,0,141
https://x.com/Toyota/status/1882540516635463796,"@prakasam89 Hello. If you wish to discuss this matter further, please send us a DM to further discuss your inquiry. https://t.co/GC5ljv92dZ",Thu Jan 23 21:26:49 +0000 2025,0,0,0,91
https://x.com/Toyota/status/1882539513035026615,"@vishalgraval We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM. https://t.co/GC5ljv92dZ",Thu Jan 23 21:22:50 +0000 2025,0,0,0,62
https://x.com/Toyota/status/1882492959607734629,"@BertsHurts We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM with your full name and VIN, so we can take a closer look. https://t.co/GC5ljv92dZ",Thu Jan 23 18:17:51 +0000 2025,0,0,1,52
https://x.com/Toyota/status/1882483452009734420,"@poundtownusa1 Hello, there. We appreciate you bringing your concern to our attention. So that we can look into this further for you, please send us a DM with more info, including your VIN and contact info. https://t.co/GC5ljv92dZ",Thu Jan 23 17:40:04 +0000 2025,0,1,0,68
https://x.com/Toyota/status/1882176267195183215,"@THEGAMINGBISHO1 Thank you for contacting us regarding your vehicle concern. Our best recommendation is to schedule a service visit with your preferred Toyota dealer as their technicians are our experts. If you have continued concerns after your visit, don't hesitate to reach back out to us.",Wed Jan 22 21:19:25 +0000 2025,0,0,1,73
https://x.com/Toyota/status/1882145842838098018,"@BaileysLaura We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM. https://t.co/GC5ljv92dZ",Wed Jan 22 19:18:32 +0000 2025,0,0,1,51
https://x.com/Toyota/status/1882138966289191344,"@SamC43984602 Hello, Sam. We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM and be sure to include your full VIN. https://t.co/GC5ljv92dZ",Wed Jan 22 18:51:12 +0000 2025,0,0,0,38
https://x.com/Toyota/status/1882089254706196758,"@nickytheg0at Hi, there. 👋 Thank you for taking the time to reach out. If you'd like to discuss your concern further, feel free to send us a DM with your VIN, contact info, and the name of the dealer you were working with. https://t.co/GC5ljv92dZ",Wed Jan 22 15:33:40 +0000 2025,0,0,0,44
https://x.com/Toyota/status/1881844146811314519,"@1PapiFrancos Hi, there! If your vehicle is presenting this concern, our first recommendation is to allow your Toyota dealership to diagnose it and provide their input. To locate the closest one to you, please visit https://t.co/EvwYwbZIvJ.",Tue Jan 21 23:19:42 +0000 2025,0,0,0,60
https://x.com/Toyota/status/1881788009386811519,"@Hernandez24Alex Dear Alex, due to privacy policies, we are unable to assist with any kind of account specific information through this social media channel. Please contact our Customer Care Center toll-free at (800)874-8822. The hours of operation are Mon.- Fri., 8AM-5PM. Thank you ^ A.J.",Tue Jan 21 19:36:38 +0000 2025,0,0,2,190
https://x.com/Toyota/status/1880004627732570601,"@jimmydouglas Hi, Jimmy. Please note, government incentives are not within Toyota’s control and all people considering using the available incentives should consult with their own tax professional to determine eligibility, specific amount of benefit available, if any, and further details.",Thu Jan 16 21:30:06 +0000 2025,0,2,1,201
https://x.com/Toyota/status/1879999911036436502,"@StacyGo42028116 We appreciate you bringing your concerns to our attention. If you would like to further discuss your experience with us, feel free to send us a DM with your full VIN. https://t.co/GC5ljv92dZ",Thu Jan 16 21:11:22 +0000 2025,0,0,1,137
https://x.com/Toyota/status/1879996263023747428,"@HTFUKelly Hello there. Thank you for reaching out. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Thu Jan 16 20:56:52 +0000 2025,0,0,1,137
https://x.com/Toyota/status/1879970022224707916,"@WeThePpl_DPCIL Hello there. Thank you for contacting us. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Thu Jan 16 19:12:36 +0000 2025,0,1,0,132
https://x.com/Toyota/status/1879640315893531123,"@babyblues76 Hi, there! 👋 Thank you for taking the team to reach out to us. So we can further review your concern, please feel free to send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Wed Jan 15 21:22:27 +0000 2025,0,1,1,143
https://x.com/Toyota/status/1879586473441120357,"@beardsR4men Hi, Tom. 👋 Thank you for taking the time to bring this to our attention. So we can further review your concern, please feel free to send us a DM with your VIN and contact info. https://t.co/GC5ljv92dZ",Wed Jan 15 17:48:30 +0000 2025,0,0,0,127
https://x.com/Toyota/status/1879550406465900658,"@BillieWatk98388 Good Morning Billie, 
We apologize for any inconvenience this matter may have caused for you. To discuss your concerns in detail, please contact Customer Care Center toll-free at (800)874-8822. 
The hours of operation are Mon.- Fri., 8AM-5PM.

Have a great day
 Thank you ^E.M.",Wed Jan 15 15:25:11 +0000 2025,0,0,1,129
https://x.com/Toyota/status/1879265358403584171,"@sandoval1050 Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. https://t.co/GC5ljv92dZ",Tue Jan 14 20:32:31 +0000 2025,0,8,1,156
https://x.com/Toyota/status/1879225445025017966,"@Pratikshah60098 You can go to any authorized Toyota dealership for an inspection. Yes, since your vehicle is still under warranty, there should be no charge for it.",Tue Jan 14 17:53:55 +0000 2025,0,1,0,156
https://x.com/Toyota/status/1879210489214914686,"@Pratikshah60098 Hi, there! 👋 Our first recommendation is always to have your vehicle inspected at a Toyota dealership, as their technicians are our experts. We would be unable to provide a diagnosis over DMs. You can find your nearest dealer here: https://t.co/jfrtU7WZDf.",Tue Jan 14 16:54:29 +0000 2025,0,2,0,59
https://x.com/Toyota/status/1878944112226840584,"@Bothand2022 Hi, there! 👋 Thank you for reaching out! Per the 2022 Corolla Warranty and Maintenance Guide, we do not recommend the cleaning of the fuel injection system. For the recommended maintenance, please feel free to insert your model and year here: https://t.co/suQNdNFFwj. 👍",Mon Jan 13 23:16:00 +0000 2025,0,3,0,151
https://x.com/Toyota/status/1878452211027472621,"@Baman2113 We appreciate you bringing your concerns to our attention, Evan. If you would like to further discuss your experience with us, feel free to send us a DM with your full VIN and contact info, so we can take a closer look. https://t.co/GC5ljv92dZ",Sun Jan 12 14:41:21 +0000 2025,0,0,0,146
https://x.com/Toyota/status/1877467398279712881,"@sailingbikeruk We are very sorry to learn of your concerns. Please note, you have reached Toyota USA, and we only handle contacts within the continental US. Our best recommendation is to contact your local distributor for further assistance.",Thu Jan 09 21:28:04 +0000 2025,0,1,0,191
https://x.com/Toyota/status/1877457322928189697,"@swingingtomato Hello there. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. 👍 https://t.co/GC5ljv92dZ",Thu Jan 09 20:48:01 +0000 2025,0,0,0,263
https://x.com/Toyota/status/1877100532449313193,"@HoardSamantha Hi, Samantha. Thank you for taking the time to reach out. So we can further review your concern, please feel free to send us a DM with your VIN, contact info, and more details on your concern. https://t.co/GC5ljv92dZ",Wed Jan 08 21:10:16 +0000 2025,0,0,0,162
https://x.com/Toyota/status/1877084553279418648,"@prakasam89 Hi, there! 👋 You can learn about the rear seat capabilities in your 2024 Corolla's Owners Manual starting on page 120.",Wed Jan 08 20:06:46 +0000 2025,0,1,0,198
https://x.com/Toyota/status/1877067972117758005,"@BruceFyfeJr Hello, Bruce! Thank you for contacting us. If you would like to further discuss your concerns, please send us a DM with your VIN and contact information. 👍 https://t.co/GC5ljv92dZ",Wed Jan 08 19:00:53 +0000 2025,0,0,0,151
https://x.com/Toyota/status/1877016135020818708,"@hyunsohma Good Morning gelly,
Thank you for reaching out to Toyota Financial Services via X.
Due to privacy policies and regulations, we are unable to assist your account through this social media channel. Please call our Customer Service Center (800)874-8822. 
Thank you ^E.M https://t.co/GC5ljv92dZ",Wed Jan 08 15:34:54 +0000 2025,0,0,0,189
https://x.com/Toyota/status/1877013366855581904,"@DianeYellis Good Morning Diane,
 If you would like to discuss your concerns in detail, please contact our Customer Care Center toll-free at (800)874-8822. Resolution Specialists or Supervisors are available upon request. The hours of operation are Mon.-Fri., 8AM-5PM. Thank you ^EM. https://t.co/GC5ljv92dZ",Wed Jan 08 15:23:54 +0000 2025,0,0,0,144
