url,text,createdAt,retweetCount,replyCount,likeCount,viewCount
https://x.com/Maruti_Corp/status/1905513437611913232,"@AnkitKumar78241 Hi, Give us a call on 1800-102-6392/ 1800-200-6392 or drop us a mail at contact@nexaexperience.com &amp; our team member will be glad to assist you.",Fri Mar 28 06:53:00 +0000 2025,0,0,0,20
https://x.com/Maruti_Corp/status/1905512003113750791,@Vipul1042515 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Fri Mar 28 06:47:18 +0000 2025,0,1,0,38
https://x.com/Maruti_Corp/status/1905463156547203468,@rajeevrawat1982 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Fri Mar 28 03:33:12 +0000 2025,0,0,0,21
https://x.com/Maruti_Corp/status/1905462871380607080,"@contentwaala Glad to hear this, Swastik. We always look forward to providing you with such experience!",Fri Mar 28 03:32:04 +0000 2025,0,0,0,19
https://x.com/Maruti_Corp/status/1905462855211581902,@BhagatInquilab Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Fri Mar 28 03:32:01 +0000 2025,0,0,0,18
https://x.com/Maruti_Corp/status/1905462474154877224,@AnandhiTs34211 @RajkummarRao @DraupdiMurm @nitin_gadkari @myogiadityanath Hi! Your query has been duly noted and communicated to our concerned team. Our team member will get in touch with you shortly.,Fri Mar 28 03:30:30 +0000 2025,0,1,0,15
https://x.com/Maruti_Corp/status/1905236239072006479,@KarmvirYadav13 Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Thu Mar 27 12:31:31 +0000 2025,0,0,0,25
https://x.com/Maruti_Corp/status/1905208554199327191,@samakshagrwal Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Thu Mar 27 10:41:31 +0000 2025,0,0,0,25
https://x.com/Maruti_Corp/status/1905198265592672393,@Starring_Sachin Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so we may look into it. You may also speak with us on 1800-102-6392/ 1800-200-6392 or drop us a mail at contact@nexaexperience.com https://t.co/5IAAp9dCOj,Thu Mar 27 10:00:38 +0000 2025,0,1,0,22
https://x.com/Maruti_Corp/status/1905191971708100916,@AssadBharti Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Thu Mar 27 09:35:37 +0000 2025,0,0,0,27
https://x.com/Maruti_Corp/status/1905175371340820635,@Pankaj0530 Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Thu Mar 27 08:29:39 +0000 2025,0,1,0,93
https://x.com/Maruti_Corp/status/1905104248141906179,@rohit_mangla Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Thu Mar 27 03:47:02 +0000 2025,0,0,0,24
https://x.com/Maruti_Corp/status/1905102573893300353,"@jmadhanraj Hi! This doesn't seem right. Please DM us your contact details. Alternatively, you may also give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you. https://t.co/5IAAp9dCOj",Thu Mar 27 03:40:23 +0000 2025,0,0,0,22
https://x.com/Maruti_Corp/status/1905100949833556274,@nidhi_dhyasana Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Thu Mar 27 03:33:56 +0000 2025,0,0,0,15
https://x.com/Maruti_Corp/status/1905100550816907734,@Sajal264 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Thu Mar 27 03:32:21 +0000 2025,0,0,0,11
https://x.com/Maruti_Corp/status/1904873961407525310,@sacnavale Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Wed Mar 26 12:31:57 +0000 2025,0,0,0,33
https://x.com/Maruti_Corp/status/1904856927114256502,@Prafullkumarmi2 We have escalated your concern once again to the team. They will get back to you.,Wed Mar 26 11:24:16 +0000 2025,0,0,0,22
https://x.com/Maruti_Corp/status/1904850631812104374,@YAnshuman We're really sorry to hear this. We've shared your concern with the relevant team. Our team members will connect with you real soon for further action.,Wed Mar 26 10:59:15 +0000 2025,0,1,0,27
https://x.com/Maruti_Corp/status/1904847234035855748,"@dee4046 Hi! This doesn't seem right. Please DM us your contact details. Alternatively, you may also give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you. https://t.co/5IAAp9dCOj",Wed Mar 26 10:45:45 +0000 2025,0,0,0,33
https://x.com/Maruti_Corp/status/1904844302053781784,@RahuRahulbgorde Thanks for sharing your details. Our team member will get back to you.,Wed Mar 26 10:34:06 +0000 2025,0,0,0,19
https://x.com/Maruti_Corp/status/1904808375637987367,@Sportshub500 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Wed Mar 26 08:11:21 +0000 2025,0,1,0,25
https://x.com/Maruti_Corp/status/1904808273410138366,@sgrassociates Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Wed Mar 26 08:10:56 +0000 2025,0,0,0,16
https://x.com/Maruti_Corp/status/1904772059063779822,@manishk409 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Wed Mar 26 05:47:02 +0000 2025,0,0,0,18
https://x.com/Maruti_Corp/status/1904739266661412864,@anishksingla We have escalated your concern once again to the team. They will get back to you.,Wed Mar 26 03:36:44 +0000 2025,0,0,0,22
https://x.com/Maruti_Corp/status/1904739247216586955,@salimkhan39 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Wed Mar 26 03:36:39 +0000 2025,0,1,0,23
https://x.com/Maruti_Corp/status/1904739194649313677,@Manoj35145070 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Wed Mar 26 03:36:27 +0000 2025,0,1,0,22
https://x.com/Maruti_Corp/status/1904739147597611516,@AnandhiTs34211 Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Wed Mar 26 03:36:15 +0000 2025,0,0,0,19
https://x.com/Maruti_Corp/status/1904739097026924659,@jkj0905 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Wed Mar 26 03:36:03 +0000 2025,0,1,0,39
https://x.com/Maruti_Corp/status/1904738807934595379,@Pankaj0530 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Wed Mar 26 03:34:54 +0000 2025,0,1,0,91
https://x.com/Maruti_Corp/status/1904738541629767912,@AshishGupt57216 Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Wed Mar 26 03:33:51 +0000 2025,0,0,0,17
https://x.com/Maruti_Corp/status/1904493359290269745,@MathurRetesh Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Tue Mar 25 11:19:35 +0000 2025,0,1,1,31
https://x.com/Maruti_Corp/status/1904482113623298103,@kartiks84818609 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Tue Mar 25 10:34:54 +0000 2025,0,1,0,26
https://x.com/Maruti_Corp/status/1904477127661027410,@Hemanthkumar_sr Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Mar 25 10:15:05 +0000 2025,0,0,0,31
https://x.com/Maruti_Corp/status/1904477012431106132,@priyanshu_52012 Hi! Please share your contact details so that we can get in touch with you. https://t.co/5IAAp9eaDR,Tue Mar 25 10:14:37 +0000 2025,0,0,1,98
https://x.com/Maruti_Corp/status/1904468165884850201,@YogiKailas49492 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9eaDR,Tue Mar 25 09:39:28 +0000 2025,0,3,0,52
https://x.com/Maruti_Corp/status/1904456414820753874,@LogisticsRaj Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Tue Mar 25 08:52:47 +0000 2025,0,0,0,28
https://x.com/Maruti_Corp/status/1904455010227789919,"@DhooDala We do not sell, communicate or divulge your information to any mailing lists. We deploy all efforts to protect your personal information which is disclosed by you at your sole discretion.",Tue Mar 25 08:47:12 +0000 2025,0,0,0,29
https://x.com/Maruti_Corp/status/1904450724974436772,@srik1gv Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Mar 25 08:30:10 +0000 2025,0,0,0,25
https://x.com/Maruti_Corp/status/1904446538082132163,@kumarmanoj77 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Tue Mar 25 08:13:32 +0000 2025,0,0,0,24
https://x.com/Maruti_Corp/status/1904429377632239836,@Sandeep_1408_ Hi! Your query has been duly noted and communicated to our concerned team. Our team member will get in touch with you shortly.,Tue Mar 25 07:05:20 +0000 2025,0,1,0,25
https://x.com/Maruti_Corp/status/1904423182703980745,@DINESHKUMA66027 We have escalated your concern once again to the team. They will get back to you.,Tue Mar 25 06:40:43 +0000 2025,0,1,0,24
https://x.com/Maruti_Corp/status/1904395638244262099,@manish__rock Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Tue Mar 25 04:51:16 +0000 2025,0,0,0,66
https://x.com/Maruti_Corp/status/1904378760771580372,@Nandit61 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Tue Mar 25 03:44:12 +0000 2025,0,0,0,22
https://x.com/Maruti_Corp/status/1904375089656971356,@Mohit_1211 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Tue Mar 25 03:29:37 +0000 2025,0,0,0,27
https://x.com/Maruti_Corp/status/1904374502059860275,@NPareek8037 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Mar 25 03:27:17 +0000 2025,0,0,0,42
https://x.com/Maruti_Corp/status/1904374086219825521,@AnandhiTs34211 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Mar 25 03:25:38 +0000 2025,0,1,0,30
https://x.com/Maruti_Corp/status/1904123588283601317,@Udhamsingh54139 Thanks for sharing your details. Our team member will get back to you.,Mon Mar 24 10:50:15 +0000 2025,0,0,0,23
https://x.com/Maruti_Corp/status/1904104545686376519,@jkj0905 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Mon Mar 24 09:34:34 +0000 2025,0,1,0,66
https://x.com/Maruti_Corp/status/1904100405061337350,@ar_somdev Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Mon Mar 24 09:18:07 +0000 2025,0,1,0,33
https://x.com/Maruti_Corp/status/1904095162231595197,@Udhamsingh54139 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Mon Mar 24 08:57:17 +0000 2025,0,1,0,11
https://x.com/Maruti_Corp/status/1904093800542228865,@KarmvirYadav13 We're really sorry to hear this. We've shared your concern with the relevant team. Our team members will connect with you real soon for further action.,Mon Mar 24 08:51:53 +0000 2025,0,2,0,38
https://x.com/Maruti_Corp/status/1904092852642328749,@Dharmen22884667 Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Mon Mar 24 08:48:07 +0000 2025,0,1,0,19
https://x.com/Maruti_Corp/status/1904081607490675021,@Charanpreeet Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Mon Mar 24 08:03:26 +0000 2025,0,0,0,20
https://x.com/Maruti_Corp/status/1904052054303093071,@MANDEEPKATARI22 We have escalated your concern once again to the team. They will get back to you.,Mon Mar 24 06:05:59 +0000 2025,0,1,0,34
https://x.com/Maruti_Corp/status/1904048142984647109,@jyoti_env Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Mon Mar 24 05:50:27 +0000 2025,0,0,0,30
https://x.com/Maruti_Corp/status/1904030375468470424,@Ram_Narayan_i8 Hi! Please call us on 1800-102-1800 or simply shoot an email to contact@maruti.co.in to receive information about your delivery status. https://t.co/5IAAp9eaDR,Mon Mar 24 04:39:51 +0000 2025,0,0,1,23
https://x.com/Maruti_Corp/status/1904017200329208235,@avanish_36 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9eaDR,Mon Mar 24 03:47:30 +0000 2025,0,0,0,26
https://x.com/Maruti_Corp/status/1904017050785190205,@KrishnaSai33208 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Mon Mar 24 03:46:54 +0000 2025,0,0,0,14
https://x.com/Maruti_Corp/status/1904014614603415863,@DevendraMachra Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Mon Mar 24 03:37:13 +0000 2025,0,1,0,28
